id,name,og_description
4187812,Lego Recruitment Museo de Venom,"¡Acción a toda velocidad con LEGO® Marvel™: Robo del museo de Venom! Este emocionante set de 36 piezas, ideal para niños desde los 6 años, recrea una escena épica donde Venom intenta escapar con un valioso objeto del museo. ¿Podrá ser detenido a tiempo? Compacto y fácil de armar, este set es perfecto para jugar en cualquier lugar o para expandir el universo LEGO® Marvel™ con nuevas historias llenas de adrenalina. Incluye 36 piezas. Personaje: Spiderman."
4187811,Lego Minecraft Cámara de Juicio,"La Cámara de Juicio (21271) es un juguete LEGO® Minecraft® de alta calidad para niños a partir de 8 años. Este juguete de construcción para niños y niñas es un práctico set de videojuego que los lleva a una emocionante búsqueda del tesoro donde los jugadores deberán luchar contra monstruos y esquivar misiles a medida que avanzan.Este creativo juguete de construcción se ambienta en la cámara de pruebas de Minecraft. Incluye dos figuras de esqueletos, dos figuras de brisa, una minifigura de Shadow Hoodie y dos generadores. Hay dos lanzamisiles de disparo rápido (uno en cada pared) y un misil con resorte y gatillo tras la pared trasera. Tres recipientes, cada uno con una esmeralda o un diamante, contienen el codiciado tesoro. Para más posibilidades de juego, una habitación en la parte trasera del set está equipada con una cama y una mesa. Para mayor diversión digital, la app LEGO Builder permite a los niños ampliar, rotar los modelos en 3D y seguir su progreso. Incluye 322 piezas. Ancho aproximado: 8.5"". Colección: Lego Minecraft."
4187810,Lego Creator Tocadiscos con Flores,"Deleita a los amantes de la música, el arte y el diseño con el set de juego LEGO® Creator 3 en 1 Tocadiscos con Flores (31172). Un tocadiscos de estilo retro para niños y niñas a partir de 8 años, que incluye un plato giratorio móvil, un brazo fonocaptor móvil con aguja y dos discos, además de flores extraíbles.Los fans de LEGO pueden elegir entre tres opciones diferentes para construir sets de música: un tocadiscos con flores; una radio de juguete de estilo retro con botones móviles, antena ajustable y flores extraíbles; o un micrófono clásico giratorio con un soporte para flores. Cada modelo puede usarse para un divertido juego de rol o como un atractivo elemento decorativo para el hogar.Los sets LEGO Creator 3 en 1 son el regalo perfecto para niños y ofrecen 3 opciones de construcción diferentes en cada caja. Estos sets de juguetes reconstruibles 3 en 1 les permiten disfrutar del juego imaginativo y ofrecen una impresionante gama que despierta sus mayores pasiones, como vehículos, animales y casas. Ten en cuenta que las maquetas del mismo set no se pueden construir simultáneamente. Incluye 366 piezas. Ancho aproximado: 12"". Colección: Lego Creator."
4187809,Lego Creator Animales Salvajes Flamenco Rosado,"Deleita a los niños y niñas amantes de los animales a partir de 8 años con el fantástico set de juguetes LEGO® Creator 3 en 1 Animales Salvajes: Flamenco Rosa (31170). El flamenco rosa de juguete cuenta con una cabeza articulada y se posa sobre una pequeña base cubierta de plantas para que los niños disfruten de horas de juego imaginativo o lo expongan como decoración.Este set LEGO ofrece a los niños tres opciones de construcción diferentes con los mismos ladrillos: un flamenco rosa de juguete con cabeza articulada sobre una base cubierta de plantas, una cacatúa rosa de juguete articulada que gira la cabeza 360 grados, o un adorable ajolote rosa de juguete articulado con plantas subacuáticas. Los tres simpáticos juguetes LEGO transformables de animales son regalos divertidos para niños.Los sets LEGO Creator 3 en 1 inspiran la imaginación de los niños con 3 modelos diferentes para armar en cada caja. Les encantará construir, reconstruir y volver a construir. Los sets 3 en 1 ofrecen una gama de modelos que despiertan las mayores pasiones de los niños, incluyendo vehículos superrápidos, animales asombrosos y casas detalladas. Los modelos no se pueden construir simultáneamente. Incluye 288 piezas. Colección: Lego Creator."
4187808,Lego Classic Caja Creativa Genial,"La Caja Creativa LEGO® Classic Cool (11043) está repleta de modelos para construir y jugar que inspirarán la imaginación de los niños. Con 510 ladrillos de colores, además de ruedas y otros elementos especiales, niños y niñas a partir de 5 años podrán crear y combinar una amplia variedad de juguetes a la moda, así como sus propias creaciones imaginativas.Muchos ladrillos de colores, además de ojos, ruedas y bisagras, maximizan la jugabilidad de este versátil set. Los juguetes para construir incluyen un mando de juego, un dinosaurio con gafas, un teléfono móvil que se abre y se cierra, una patineta, un camión monstruo y un kit de DJ con auriculares. Los modelos se pueden combinar y personalizar para una diversión aún mayor, como ponerle los auriculares al dinosaurio y el dinosaurio a la patineta. Incluye 510 piezas. Ancho aproximado: 3"". Colección: Lego Classic."
4187807,Lego Classic Ladrillos Transparentes,"¡La Caja de Magia Transparente LEGO® Classic (11040) ofrece diversión creativa para rato! Con 340 ladrillos de vivos colores, muchos de ellos transparentes, además de elementos especiales variados, este set para construir y exponer da alas a la creatividad de las niñas y los niños con encantadores modelos e infinito juego imaginativo.Los peques empiezan construyendo un corazón, un fantasma, una sirena, una estrella y un unicornio de juguete. A medida que adquieran confianza, avanzarán hacia una nave espacial, una nube, una estrella fugaz, un pájaro, un narval, un helado y una flor. Después, podrán disfrutar de diversión a lo grande dando forma a un monumental castillo con dragón de juguete. Los ladrillos translúcidos, las piezas que representan ojos y bocas, y los ladrillos a modo de colgador para exponer las creaciones aportarán destellos, luminosas transparencias y aún más diversión creativa a los modelos de los peques. Incluye 340 piezas. Ancho aproximado: 3.1"". Colección: Lego Classic."
4187806,Lego Disney Hei Hei Moana 2,"Lleva la fantasía y la diversión de Moana y Moana 2 de Disney al mundo real con este juguete articulado LEGO® ǀ Disney Moana 2 Heihei (43272). Los fanáticos de los animales, los amantes del cine y los niños de 9 años en adelante disfrutarán creando el colorido modelo construible de su compañero pollo, con cabeza giratoria, alas y plumas de cola articuladas, y luego poniéndolo de pie o colocándolo en el soporte, completo con flores decorativas y una placa con su nombre.Este set de construcción Disney para niñas, niños y fans será un genial juguete de fantasía construible del que todos hablarán, a la vez que ofrece a niños mayores y adultos fans de Disney una construcción más elaborada. Es ideal para regalar, un artículo de exposición genial y compatible con otros sets de construcción LEGO ǀ Disney (se venden por separado) de la gama. Los constructores también disfrutan de una experiencia de construcción intuitiva con la app LEGO Builder, donde pueden ampliar y rotar modelos en 3D, guardar sets y seguir su progreso. Incluye 566 piezas. Colección: Lego Disney."
4187675,Lego City Persecución Coche de Policía Todoterreno,"Te esperan emocionantes persecuciones policiales con el set de vehículos LEGO® City Persecución Policial Todoterreno (60449). Diseñado para niños a partir de 6 años, este divertido juego incluye un todoterreno policial, un quad y un dron, además de la potente camioneta de un ladrón y una caja fuerte robada llena de lingotes de oro y diamantes de juguete. Solo tienes que añadir a los 2 policías, los 2 ladrones y una emboscada con una roca rodante para disfrutar de horas de aventuras llenas de acción.Este juego de construcción de juguetes policiales incluye una guía de construcción impresa e instrucciones digitales paso a paso en la aplicación LEGO Builder, un compañero de construcción digital con herramientas intuitivas de zoom y rotación que permiten a los niños visualizar los modelos desde todos los ángulos mientras construyen.Los juguetes LEGO City incluyen vehículos geniales, estructuras realistas y divertidos personajes que inspiran una creatividad sin límites. Los niños pueden combinar este set LEGO City con otros de la gama LEGO City (se venden por separado) para ampliar su mundo de posibilidades de juego. Contiene 467 piezas. Incluye 467 piezas. Ancho aproximado: 5.5"". Colección: Lego City."
4187674,Lego Duplo la Casa Club de Mickey Mouse,"Sumerge a los pequeños en la diversión de su programa favorito de Disney Junior con el juguete de construcción Mickey Mouse Clubhouse & Car (10454). Los niños en edad preescolar a partir de 2 años se unen a Toodles para enviar a Mickey Mouse en misiones por la Casa Club mientras giran la ruleta Mousekedoer y eligen una tarea para que la complete.Este juguete de clasificación construible para niños pequeños ayuda a los preescolares a aprender a través del juego creativo. Pueden turnarse con su adulto para girar la rueda y luego usar sus habilidades de emparejamiento para unir las imágenes con los accesorios de colores. Este set de juego de vehículos construibles incluye tareas como ajustar el coche de juguete construible con la llave inglesa o limpiarlo con el cubo y el cepillo. Los pequeños ejercitan la motricidad fina mientras exploran características atractivas, como la ventana con bisagras, el tobogán construible y las ruedas giratorias del coche. Este juguete de construcción LEGO® DUPLO® para niños inspira a los pequeños a usar la imaginación y la autoexpresión para inventar sus propias aventuras creativas en la Casa de Mickey Mouse. Incluye 27 piezas. Ancho aproximado: 9"". Colección: Lego DUPLO. Personaje: Mickey Mouse."
4188145,Piramide 210 Piezas,"¡Construye la majestuosa Pirámide con el set de 210 piezas de la serie Brick Trick Travel! Perfecto para pequeños y grandes fans de los viajes y la construcción,este set incluye ladrillos cerámicos auténticos y elementos decorativos de madera y cartón. Con hasta un 97% de materiales naturales,es una opción ecológica y sostenible. Gracias a su adhesivo especial soluble en agua,podrás montar y desmontar tu creación tantas veces como quieras,usando solo una gota para unir las piezas. ¡Un regalo ideal para niños desde los 7 años y todos los amantes de los bloques de construcción que sueñan con grandes monumentos! Incluye 210 piezas. Ancho aproximado: 8.94""."
4188142,Pagoda 160 Piezas,"¡Descubre la belleza de la arquitectura oriental construyendo tu propia Pagoda con este set de 160 piezas de la serie Brick Trick Travel! Diseñado para niños a partir de 7 años y amantes de los viajes y la construcción,este set incluye ladrillos cerámicos reales,tablas de madera,elementos decorativos de cartón,pintura para personalizar los ladrillos,pegamento,base HDF,pegatinas y detalladas instrucciones de montaje. Fabricado con un 95% de materiales naturales,es una opción ecológica y creativa. ¡Un regalo ideal para pequeños arquitectos que sueñan con explorar el mundo ladrillo a ladrillo! Incluye 160 piezas. Ancho aproximado: 8.94""."
4188144,Casa de Verano 120 Piezas,"¡Construye tu refugio ideal con el set Casa de Verano de 120 piezas de Brick Trick! Utilizando ladrillos cerámicos reales y elementos decorativos,este set permite diseñar y crear una encantadora casa de verano,perfecta para estimular la creatividad y habilidades manuales de los niños. Incluye adhesivo soluble en agua para que las piezas puedan reutilizarse una y otra vez. ¡Un regalo ideal para pequeños constructores a partir de 6 años y todos los fans de la construcción! Incluye 120 piezas."
4188143,Granja 130 Piezas,"¡Construye la granja de tus sueños con el set Granja de 130 piezas de Brick Trick! Utilizando ladrillos cerámicos reales y elementos decorativos,este set ofrece una experiencia de construcción y modelado única. Los niños pueden cortar,apilar,pegar y pintar libremente,fomentando su creatividad al máximo. Incluye un adhesivo soluble en agua para que las piezas se puedan usar una y otra vez. ¡El regalo perfecto para pequeños constructores a partir de 6 años y todos los amantes de los bloques de construcción! Incluye 130 piezas."
4188141,Edificio Empire State 420 Piezas,"¡Construye uno de los rascacielos más emblemáticos del mundo con el set Empire State Building de 420 piezas de la serie Brick Trick Travel! Diseñado para niños a partir de 7 años y amantes de la arquitectura,este set incluye ladrillos cerámicos reales y elementos decorativos de madera y cartón. Con hasta un 97% de materiales naturales y un adhesivo especial soluble en agua,podrás montar y desmontar tu creación cuantas veces quieras. ¡Una forma divertida,ecológica y educativa de llevar la magia de Nueva York a casa y convertirte en un verdadero arquitecto! Incluye 420 piezas. Ancho aproximado: 10.47""."
4188140,Torre de Pisa 260 Piezas,"¡Construye la icónica Torre de Pisa con el set de 260 piezas de la serie Brick Trick Travel,diseñado para pequeños y grandes amantes de la arquitectura y los viajes! Este set incluye ladrillos cerámicos reales,elementos decorativos de madera,cartón y hasta césped,ofreciendo una experiencia de construcción realista y creativa. Fabricado con un 95% de materiales naturales,es una opción ecológica y segura para niños a partir de 7 años. El adhesivo especial,soluble en agua,permite construir una y otra vez. ¡Un regalo perfecto para explorar el mundo ladrillo a ladrillo desde casa! Incluye 290 piezas. Ancho aproximado: 9.72""."
4188138,Puente de la Torre 290 Piezas,"¡Conviértete en arquitecto y construye el famoso Puente de la Torre de Londres con el set de 290 piezas de la serie Brick Trick Travel! Este increíble set está elaborado con hasta un 98% de materiales naturales,incluyendo ladrillos cerámicos reales y elementos decorativos de madera y cartón. Perfecto para niños a partir de 7 años y para todos los amantes de la construcción,este set es una forma divertida y ecológica de explorar el mundo sin salir de casa. ¡Una idea de regalo ideal para pequeños viajeros y futuros ingenieros! Incluye 290 piezas. Ancho aproximado: 9.72""."
4188137,Arco del Triunfo 290 Piezas,"¡Descubre el encanto de París construyendo tu propio Arco del Triunfo con este set de 290 piezas de la serie Brick Trick Travel! Utiliza ladrillos cerámicos reales,elementos decorativos de madera y cartón,y da vida a uno de los monumentos más icónicos de Francia desde la comodidad de tu hogar. Diseñado para estimular la creatividad de los niños,este set permite cortar,apilar,pegar y colorear libremente.¡Un regalo perfecto para pequeños constructores a partir de 7 años y amantes de la arquitectura! Incluye 290 piezas."
4188280,"Figura de Colección de 6.5""","Sumérgete en el universo de MrBeast con esta exclusiva figura de acción coleccionable de 6.5 pulgadas, diseñada para fanáticos y coleccionistas. Con 13 puntos de articulación, incluyendo una mandíbula móvil, permite poses dinámicas y un juego creativo sin límites. Presentada en un embalaje premium tipo maletín de edición limitada, es un artículo de colección que destaca en cualquier estante. Ideal como regalo para seguidores de MrBeast y amantes del merchandising de YouTubers, esta figura incluye la posibilidad de encontrar las ultra raras Panteras Doradas o Tigres Platino, disponibles solo en 10,000 unidades de la Serie 1. Además, cada paquete trae una mini figura misteriosa de 1 pulgada para ampliar tu colección entre más de 100 figuras únicas de la serie Alpha. ¡Una joya imprescindible para superfans! Incluye 2 piezas. Tipo de producto: Figura. Ancho aproximado: 7.25""."
4188279,Camara de Mutación,"¡Descubre la emoción de la serie icónica de mutadores MrBeast con la figura de acción Stealth Panther de 5.5 pulgadas! Esta cámara de mutación interactiva permite activar el proceso de transformación usando el escáner de huellas dactilares y el Mutation Liquid, ofreciendo una experiencia divertida y única para niños y coleccionistas. Disponible en diseños exclusivos como Stealth Panther, Metallic Panther e Iconic Panther, cada figura cuenta con 20 puntos de articulación para poses dinámicas y juego ilimitado. Edición limitada y con embalaje premium, es el regalo perfecto para fanáticos de MrBeast desde los 6 años en adelante. Además, no te pierdas los paquetes misteriosos con mini figuras sorpresa de 1 pulgada para ampliar tu colección con más de 100 opciones en la serie Alpha. ¡Innovación, estilo y diversión en una sola figura! Incluye 2 piezas. Tipo de producto: Figura. Ancho aproximado: 7""."
4188277,12 Mega Figuras Swarp,"¡Descubre la emoción de las 12 Mega Figuras Swarp de MrBeast Lab! Cada figura mide 1 pulgada de altura y viene en un tubo de ensayo que, al agregar agua y agitar, libera cuatro de los 12 enjambres efervescentes para sorprender a los coleccionistas. Cada paquete incluye una edición especial Hard Head Panther, y con más de 100 enjambres únicos para coleccionar, la aventura está garantizada. ¿Será tu coleccionista quien descubra la exclusiva Pantera Hyperchrome Edition Limitada? ¡La diversión y el misterio están listos para ser revelados! Incluye 12 piezas. Tipo de producto: Figura. Ancho aproximado: 1.6""."
4188022,Set de Mini Animales,"¡Desata la creatividad de tu pequeño explorador con el Set de Mini Animales Play-Doh Safari! Este completo kit incluye moldes y cortadores de animales exóticos junto con coloridas latas de Play-Doh para crear un mundo salvaje y lleno de diversión. Perfecto para que los niños den vida a sus aventuras imaginativas mientras desarrollan sus habilidades artísticas y motrices. Ideal para horas de juego creativo, ¡invita a tu hijo a emprender hoy mismo su emocionante safari en casa! Ancho aproximado: 5.9""."
4188087,Desafios Kanoodle,"Diseñado para estimular el pensamiento lógico, la resolución de problemas y el pensamiento estratégico, es perfecto para jugadores de 7 a 90+ años. Aunque hay cientos de combinaciones posibles, ¡solo una es la correcta! Ideal como juego de viaje y para ejercitar la mente en cualquier momento."
4188083,El Ahorcado,"¡El clásico juego de palabras ocultas con un divertido giro del Lejano Oeste! Este juego tradicional para dos jugadores reta a uno a pensar en una palabra secreta, mientras el otro intenta adivinarla diciendo letras, una a una. Si la letra está en la palabra, se coloca un clavo en la posición correcta. Si no, se va construyendo poco a poco la figura del vaquero. Es una forma entretenida de practicar la ortografía, ampliar el vocabulario y desarrollar habilidades analíticas. ¡Un duelo de letras donde cada intento cuenta para salvar al vaquero! Ideal para jugar en familia o en el aula. Ancho aproximado: 11"". Cantidad de jugadores: 2."
4188077,Rompecabeza Carro Chunky,"Este rompecabezas de madera grueso es perfecto para niños pequeños, con cuatro piezas grandes y coloridas que forman un coche divertido. Ideal para niños a partir de 1 año, las piezas son fáciles de agarrar, inspeccionar y colocar, fomentando habilidades motoras finas y el aprendizaje a través del juego. Fabricado con materiales sostenibles de alta calidad, este juguete seguro cumple con las normas EN71 y utiliza pinturas no tóxicas. Un excelente juguete para explorar sonidos y formas, ideal para compartir momentos con padres o abuelos. Incluye 4 piezas. Ancho aproximado: 5.91""."
4188063,Rompecabezas de Dinosaurio 6 Piezas,"Rompecabezas de Dinosaurio 6 Piezas: Viaja atrás en el tiempo a la era de los gigantes con este set de juguetes de dinosaurios que incluye 8 dinosaurios, un nido con 2 huevos, una cascada y un árbol independiente, listos para horas de juego imaginativo. Cuenta con un árbol móvil, dinosaurios adultos y bebés, además de dos pterodáctilos. Los niños pueden esconderse tras la cascada, escalar el volcán o equilibrarse en las rocas, pero ¡cuidado con la lava! Este juguete educativo fomenta el aprendizaje sobre los dinosaurios y su historia, mientras desarrolla la destreza, la imaginación, las habilidades sociales y la coordinación. Incluye 6 piezas. Ancho aproximado: 17.72""."
4188062,Rompecabezas Safari 6 Piezas,"Las mentes jóvenes se divertirán reuniendo estos encantadores rompecabezas de Safari. Las piezas gruesas de madera tienen el tamaño ideal para que las manos pequeñas las levanten, agarren y coloquen con facilidad. Este juego ayuda a desarrollar la concentración y las habilidades motoras finas. Recomendado para niños a partir de 2 años, está fabricado con materiales de alta calidad y de origen responsable, garantizando seguridad y durabilidad. Incluye 6 piezas. Ancho aproximado: 5.91""."
4188061,Rompecabezas Vida Marina 6 Piezas,"¡Explora las maravillas del océano con este colorido rompecabezas de madera! Las piezas gruesas son ideales para manos pequeñas, facilitando que los niños las levanten, agarren y coloquen. Este juego promueve el desarrollo de la concentración y las habilidades motoras finas. Recomendado para niños de 2 años en adelante, está fabricado con materiales de alta calidad y de origen responsable, garantizando seguridad y durabilidad. Incluye 6 piezas. Ancho aproximado: 5.91""."
4188060,Rompecabezas de Granja 2 Piezas,"Combina las piezas de colores brillantes para crear cuatro adorables animales de granja: cerdo, vaca, oveja y caballo. Cada pieza está hecha de madera gruesa, con el tamaño perfecto para que las manos pequeñas las levanten, agarren y coloquen fácilmente. Este rompecabezas ayuda a desarrollar la concentración, la destreza y las habilidades motoras finas en los niños. Fabricado con materiales de alta calidad y de origen responsable, es una opción segura y divertida para los más pequeños. Incluye 2 piezas. Ancho aproximado: 5.5""."
4188054,Rompecabezas Encaje de Animales,"Descubre los animales de la jungla con este rompecabezas de madera de 11 piezas. También se puede usar como juguete apilable y es ideal para el juego libre, lo que lo convierte en un excelente juguete Montessori. Las piezas grandes y fáciles de manipular ayudan a desarrollar las habilidades de apilamiento y pensamiento lógico de los niños, y son perfectas para que las manos pequeñas las sostengan, exploren y jueguen. Es un regalo ideal para cumpleaños o Navidad para niños a partir de 3 años, y fomenta la relación entre padres e hijos al resolver juntos los desafíos del juego. Incluye 11 piezas. Ancho aproximado: 9.6""."
4188050,Bolso de Cintura,"¡Despierta la creatividad y el estilo de las más pequeñas con este divertido kit para diseñar su propio bolso de cinturón transparente! Ideal para niñas de 6 a 8 años, incluye todo lo necesario para personalizar un bolso moderno con inserciones estampadas, calcomanías coloridas, letras del alfabeto y cuentas divertidas. Perfecto para desarrollar habilidades manuales y fomentar la autoexpresión, este kit es un regalo ideal para cumpleaños o cualquier ocasión especial. ¡Un accesorio único que podrán usar y compartir mientras disfrutan de horas de diversión creativa! Ancho aproximado: 10.5""."
4188048,Boutiques de Diademas,"¡Diseña, crea y deslumbra con el fabuloso kit Boutique de Diademas! Este set completo permite a las niñas dar rienda suelta a su imaginación mientras fabrican 5 diademas únicas, decoradas con brillantes dijes, cuentas de letras, lentejuelas y agitadores de brillo. Perfecto para niñas de 6 a 12 años, es ideal para tardes de manualidades, fiestas de pijamas o como un regalo creativo que fomenta la autoexpresión y la confianza. ¡Con un diseño sin complicaciones, solo hay que despegar y pegar para transformar cada diadema en una verdadera obra de arte lista para lucir o compartir! Ancho aproximado: 4.1""."
