descripcion_original,descripcion_generada,id,nombre
"Consiente a tu pequeño aficionado a los coches con el set LEGO® City Deportivo Rojo para niños de 5 años en adelante (60448). Este elegante supercoche de juguete cuenta con llantas a la moda, neumáticos de perfil bajo y una cabina tintada. ¡Los niños pueden poner la minifigura del conductor al volante y guardar el teléfono móvil de juguete y los accesorios de limpieza incluidos en el maletero antes de lanzarse a la carretera en busca de aventuras a toda velocidad!Este set LEGO de automóvil deportivo fácil de construir incluye una guía de construcción impresa e instrucciones en 3D en la aplicación LEGO Builder, un compañero de construcción digital con herramientas de zoom y rotación que permiten a los niños visualizar los modelos desde todos los ángulos mientras construyen. Incluye 109 piezas. Ancho aproximado: 2"". Colección: Lego City.","Sumérgete en la emoción de la velocidad con el Lego City Carro de Carreras Rojo, un set perfecto para niños a partir de 5 años. Este fantástico supercoche de juguete, con sus llantas modernas y cabina tintada, incluye una minifigura del conductor, un teléfono móvil de juguete y accesorios de limpieza para guardar en el maletero. Con 109 piezas, este carro deportivo es fácil de construir gracias a la guía impresa y a las instrucciones en 3D en la aplicación LEGO Builder. ¡Prepárate para aventuras a toda velocidad con este increíble juguete de la colección Lego City!",4186412,Lego City Carro de Carreras Rojo
"Consiente a los pequeños amantes de las flores, el arte y el diseño con el set de juego LEGO® Creator Máquina de Escribir 3 en 1 con Flores (31169). Esta minimáquina de escribir de juguete para niñas y niños a partir de 8 años está decorada con 4 coloridas flores para construir con ladrillos e incluye un teclado y una platina móviles, además de una hoja de papel para construir con ladrillos.Los fans de LEGO pueden elegir entre 3 kits de flores diferentes para construir: una máquina de escribir con flores; un keytar de juguete con soporte y flores; o una maceta con bolígrafo y cuaderno. El set de juego reconstruible también incluye 3 pegatinas con frases inspiradoras que los niños pueden usar para decorar los modelos de ladrillos. Incluye 363 piezas. Ancho aproximado: 6"". Colección: Lego Creator.","Sumérgete en un mundo de creatividad y construcción con el LEGO® Creator Máquina de Escribir con Flores, un set de juego fascinante para niños a partir de 8 años. Este encantador juguete combina la magia de las flores con la diversión de la escritura, ofreciendo un set de 363 piezas que permite construir una máquina de escribir decorada con 4 coloridas flores, un keytar con soporte, y una adorable maceta con bolígrafo y cuaderno. Con un teclado y una platina móviles, y 3 pegatinas inspiradoras, este juego estimula la imaginación y el aprendizaje en un formato adorable y reconstruible. ¡Dale alas a la creatividad de los pequeños amantes del arte y la escritura!",4186411,Lego Creator Máquina de Escribir con Flores
"Dale a tu joven constructor el mejor comienzo con la Caja Creativa Feliz LEGO® Classic (11042). Con 680 ladrillos de colores y elementos especiales, además de una guía inspiradora, la construcción divertida nunca terminará.La Caja Creativa Feliz incluye sugerencias para 10 modelos fáciles de armar, cada uno diseñado para inspirar felicidad. Los niños pueden reconstruir estos modelos para crear 12 juguetes nuevos y luego personalizarlos para crear infinitas creaciones propias, para que puedan decorar su habitación con artículos divertidos y funcionales que ellos mismos han construido. Los juguetes de araña, abeja y pájaro tienen elementos colgantes para exhibirlos. Los modelos de cangrejo, mono y casa pueden contener objetos pequeños, como un lápiz o un cepillo de dientes. Los modelos de flor, cámara, resaltador, corazón y cactus incluyen un clip que permite a los niños adjuntar una nota, tarjeta o imagen (el set incluye papel de colores). Otros modelos incluyen un gato, un ratón, un limón, un gusano y una carita feliz. Reparte un poco de felicidad con esta forma divertida y práctica de inspirar la creatividad de los niños. Incluye 680 piezas. Ancho aproximado: 4"". Colección: Lego Classic.","Sumérgete en el mundo de la imaginación con la Caja Creativa Feliz LEGO® Classic (11042), un tesoro de 680 ladrillos que promete horas de diversión y aprendizaje. Con esta caja mágica, los niños de 5 años en adelante podrán construir 10 modelos encantadores, desde juguetes de araña y abejas hasta una adorable casa, cada uno diseñado para inspirar alegría. ¡Reconstruye y personaliza para crear 12 juguetes nuevos y decora tu habitación con artículos divertidos y funcionales que solo tú puedes imaginar! Con elementos colgantes y clips para notas, esta caja no solo entretiene, sino que también fomenta la creatividad y el aprendizaje a través del juego. ¡Dale a tu pequeño constructor un comienzo lleno de felicidad!",4186407,Lego Classic Caja Feliz Creativa
"LEGO® Classic Amigos Creativos de la Comida (11039) es un versátil set de construcción para niños a partir de 4 años. Con una gama de divertidos personajes de comida, este imaginativo juguete es ideal para el juego de simulación. Con infinitas oportunidades para construir, reconstruir y explorar la diversión de la construcción libre, este set LEGO para principiantes desarrolla la confianza, la concentración y la capacidad de resolución de problemas de los pequeños.Los niños usan la colorida y cautivadora variedad de ladrillos para construir y piezas especiales, como ojos, bocas y diversos elementos decorativos, para construir 4 adorables juguetes Food Friend: un cupcake, un helado, un aguacate y un taco. La diversión creativa continúa mientras los niños mezclan los ladrillos para reconstruir los modelos y crear un pastel con chispas, un té de burbujas, una pera y un panini. A medida que los niños adquieren más confianza en sus habilidades de construcción, pueden seguir la intuitiva guía de construcción para cambiar expresiones, formas o colores y crear nuevos Food Friend, incluyendo un helado verde, un cartón de jugo, una rebanada de sandía, una barra de chocolate y un sándwich gigante. Incluye 150 piezas. Colección: Lego Classic.","Sumérgete en un mundo de creatividad y diversión con el Lego Classic Amigos de Comida Creativos (11039), perfecto para niños a partir de 4 años. Este fascinante set de construcción ofrece infinitas posibilidades para construir, reconstruir y explorar la imaginación. Con 150 piezas coloridas, tus pequeños podrán crear y reinventar 4 deliciosos personajes de comida: un cupcake, un helado, un aguacate y un taco. La diversión no termina ahí: ¡pueden transformarlos en un pastel con chispas, un té de burbujas, una pera y un panini! Este juguete no solo fomenta la creatividad, sino que también desarrolla habilidades de resolución de problemas y concentración. ¡Dale alas a la imaginación con estos amigos de comida!",4186406,Lego Classic Amigos de Comida Creativos
"Lleva el encanto del campo a los juegos de tu hijo con el set de juego LEGO® City Tractor Rojo con Remolque y Oveja (60461). Perfecto para niños a partir de 4 años, este set incluye un tractor rojo con remolque desmontable, una cesta de zanahorias y 2 fardos de heno de juguete. Solo tienes que añadir las minifiguras de la granjera y su hija, junto con 2 figuras de ovejas, una figura de cordero y una figura de cachorro para disfrutar de un juego de rol y una narración emocionantes.Este juguete de tractor agrícola fácil de construir incluye un elemento LEGO Starter Brick, una guía ilustrada e instrucciones en 3D en la aplicación LEGO Builder, un compañero de construcción digital con herramientas de zoom y rotación que permiten a los niños visualizar los modelos desde todos los ángulos mientras construyen. Incluye 116 piezas. Ancho aproximado: 2.5"". Colección: Lego City.","Sumérgete en el mundo agrícola con el encantador set LEGO® City Tractor Rojo con Remolque y Oveja, perfecto para niños a partir de 4 años. Este set de 116 piezas incluye un tractor rojo con remolque desmontable, una cesta de zanahorias y 2 fardos de heno de juguete. Añade las minifiguras de la granjera y su hija, junto con 2 ovejas, una figura de cordero y una de cachorro para vivir emocionantes aventuras de juego de rol. ¡Con una guía ilustrada y herramientas digitales en la aplicación LEGO Builder, este juguete fomenta la imaginación y el aprendizaje a través del juego!",4186405,Lego City Tractor con Remolque
"Presentamos el vehículo de juguete definitivo para los amantes de los dulces a partir de 5 años. El set de juego LEGO® City Camión de Donas (60452) incluye una deliciosa decoración de glaseado, una dona gigante en el techo y una zona de preparación accesible con cafetera y caja registradora. Los niños pueden servir deliciosas donas y bebidas desde la ventanilla de servicio y desmontar el quiosco para disfrutar de más opciones de juego. Solo tienes que añadir las minifiguras del vendedor y el cliente, ¡y que empiece la diversión!Encontrarás las instrucciones de construcción de la tienda móvil de donas LEGO en la caja. También puedes visitar la app LEGO Builder, donde los niños pueden explorar y guardar sets, seguir su progreso de construcción y ampliar y girar para ver los modelos desde todos los ángulos mientras construyen. Incluye 196 piezas. Ancho aproximado: 2"". Colección: Lego City.","Sumérgete en el mundo de la diversión con el Camión de Donas de LEGO City, un set de construcción perfecto para niños a partir de 5 años. Este encantador vehículo incluye una decoración de glaseado irresistible, una dona gigante en el techo y una zona de preparación con cafetera y caja registradora. Imagina a los pequeños sirviendo deliciosas donas y bebidas desde la ventanilla de servicio, y desmontando el quiosco para más aventuras. Con solo añadir las minifiguras del vendedor y el cliente, ¡la diversión está asegurada! Incluye 196 piezas y un ancho aproximado de 2 pulgadas, este set es una joya para la colección de LEGO City. ¡Descubre más en la app LEGO Builder!",4186404,Lego City Camión de Donas
"Los niños pueden aventurarse por las colinas con el juguete de aventuras LEGO® City Camión de Montaña Todoterreno 4x4 (60447), apto para niños de 6 años en adelante. Este robusto camión está repleto de características y equipamiento geniales para la exploración todoterreno, incluyendo cofres de almacenamiento en el techo, herramientas, neumáticos robustos y un cabrestante funcional para afrontar pendientes pronunciadas. ¡Gira el esnórquel del vehículo y sube el capó para reparar el motor! Simplemente añade la minifigura del aventurero y ¡que empiece la diversión!Este juego de camión todoterreno incluye una guía de construcción impresa paso a paso e instrucciones digitales en la app LEGO Builder. Aquí, los niños pueden ampliar y rotar los modelos en 3D, guardar sets y seguir su progreso mientras construyen. Incluye 221 piezas. Ancho aproximado: 2.5"". Colección: Lego City.","Sumérgete en la emoción de la exploración con el Lego City Camión Todoterreno de Montaña, ¡un juguete perfecto para niños a partir de 6 años! Este robusto camión 4x4 está repleto de características geniales como cofres de almacenamiento, herramientas y un cabrestante funcional. Con 221 piezas, tus pequeños podrán girar el esnórquel, subir el capó y añadir la minifigura del aventurero para vivir emocionantes aventuras. Incluye una guía de construcción paso a paso y acceso a instrucciones digitales en la app LEGO Builder, donde pueden rotar los modelos en 3D y seguir su progreso. ¡Prepárate para una aventura llena de imaginación y aprendizaje con este fantástico juguete!",4186403,Lego City Camión Todoterreno de Montaña
"Consiente a tu aficionado a las carreras con el Pack de Autos de Carreras LEGO® City Pizza vs. Camión de Bomberos (60458) para niños a partir de 5 años. Este divertido set de carreras incluye 2 autos de carreras de caja de jabón y 2 minifiguras. Los niños podrán enfrentar al chef en la rebanada de pizza chisporroteante contra el bombero en el camión de bomberos al rojo vivo. ¿Quién ganará? ¡Toma asiento y disfruta de una épica carrera urbana!Este coche de carreras LEGO de juguete incluye una guía de construcción impresa paso a paso. Los niños también pueden disfrutar de una divertida aventura de construcción con la app LEGO Builder, donde pueden ampliar, rotar los modelos en 3D, seguir su progreso mientras construyen, y explorar y guardar otros sets de juego. Incluye 70 piezas. Ancho aproximado: 1.5"". Colección: Lego City.","Sumérgete en una emocionante carrera con el set LEGO® City Pizza vs. Camión de Bomberos (60458) ¡Ideal para niños a partir de 5 años! Este fantástico juego incluye 2 autos de carreras de caja de jabón y 2 minifiguras, donde el chef de la pizza chisporroteante se enfrentará al bombero en un camión de bomberos al rojo vivo. Con 70 piezas y una guía de construcción paso a paso, los niños vivirán una aventura urbana llena de imaginación y diversión. ¡Descubre la emoción de la carrera y explora más con la app LEGO Builder! ¡No te pierdas esta épica competencia en tu colección LEGO City!",4186401,Lego City Pizza vs Camión de Bomberos
"Deja que los niños amantes de los animales, a partir de 8 años, disfruten de divertidas aventuras con el set de construcción LEGO® Creator 3 en 1 Conejito Adorable (31162). Este set de juego incluye un conejito de juguete con cabeza, orejas, patas delanteras y traseras articuladas, que puede sostenerse sobre dos o cuatro patas, e incluye un girasol y una zanahoria.Niños y niñas pueden construir 3 sets LEGO de animales diferentes con los mismos ladrillos: una figura articulada de un Conejito con un girasol y una zanahoria, una llama articulada con un trozo de hierba verde y media zanahoria, y una foca con una lámina de hielo y un pez. Las 3 escenas son un regalo ideal para que los niños jueguen con imaginación y las muestren.Los sets LEGO Creator 3 en 1 inspiran la imaginación de los niños con 3 opciones de construcción diferentes en cada caja. Les encantará construir, reconstruir y volver a construir. Construye con amigos y familiares: la app LEGO Builder ofrece una experiencia divertida y colaborativa al construir este set. Ten en cuenta que los modelos no se pueden construir simultáneamente. Incluye 326 piezas. Colección: Lego Creator.","Sumérgete en un mundo de creatividad y diversión con el Lego Creator Conejito Lindo 3 en 1, perfecto para niños a partir de 8 años. Este set de construcción LEGO® ofrece tres emocionantes opciones de construcción: un adorable conejito con un girasol y una zanahoria, una llama con hierba y media zanahoria, y una foca con hielo y un pez. Con 326 piezas, tus hijos podrán construir, reconstruir y volver a construir, fomentando la imaginación y el aprendizaje a través de la diversión. ¡Un regalo ideal para despertar la pasión por la creatividad y el juego imaginativo en los pequeños!",4186398,Lego Creator Conejito Lindo 3 en 1
"Niños y niñas a partir de 6 años pueden surcar los cielos para recrear escenas aéreas de la temporada 3 de la serie de televisión NINJAGO® Dragons Rising con el kit de construcción de juguetes Dragón del Bosque Verde de Lloyd (71829). Incluye un impresionante dragón de juguete con cola, cuello, patas, grandes alas y manos articuladas, además de una silla de montar para que una minifigura monte sobre su lomo.Este set de dragón LEGO® NINJAGO también incluye 2 minifiguras: Lloyd armado con un accesorio de espada katana dorada y un villano guerrero Dragonian Scout con un accesorio de hacha, además de un modelo de Bebé Dragón dorado para que los niños puedan disfrutar de un juego de roles emocionante y enriquecedor. Incluye 128 piezas. Ancho aproximado: 13"". Colección: Lego NINJAGO.","Sumérgete en el mundo mágico de LEGO NINJAGO con el Dragón del Bosque Verde de Lloyd, un set de construcción perfecto para niños y niñas a partir de 6 años. Este impresionante juguete cuenta con 128 piezas para construir un dragón con alas, cola, patas y manos articuladas, además de una silla de montar para una minifigura. Incluye 2 minifiguras: Lloyd con una katana dorada y un guerrero Dragonian Scout con hacha, y un adorable Bebé Dragón dorado para juegos de roles. ¡Recreá emocionantes escenas aéreas de la temporada 3 de NINJAGO Dragons Rising y despierta la imaginación y creatividad de los pequeños!",4186397,Lego Ninjago Dragón del Bosque Verde de Lloyd
"Te esperan emocionantes misiones de rescate con este juguete LEGO® City Ambulancia de Emergencias (60451) para niños a partir de 5 años. Los niños pueden plegar los paneles laterales y abrir las puertas traseras para acceder fácilmente a la camilla y al equipo médico a bordo, que incluye una jeringa de juguete, una venda y un maletín médico. El set también incluye una patineta y una rampa de skate, además de minifiguras de un patinador y un paramédico para divertirse interpretando y narrando historias.Este set de construcción de camión incluye una guía de construcción impresa paso a paso e instrucciones en 3D en la app LEGO Builder. Aquí, los niños pueden explorar y guardar sets de juego, seguir su progreso de construcción y acercar y girar para ver los modelos desde todos los ángulos mientras construyen. Incluye 184 piezas. Ancho aproximado: 2"". Colección: Lego City.","Sumérgete en emocionantes aventuras de rescate con el Lego City Ambulancia de Emergencia, un juguete perfecto para niños a partir de 5 años. Con 184 piezas, este set te permite construir una ambulancia con paneles laterales plegables y puertas traseras que se abren para acceder a una camilla y un completo equipo médico, incluyendo una jeringa, una venda y un maletín. Además, incluye una patineta y una rampa de skate, junto con minifiguras de un patinador y un paramédico para vivir increíbles historias de rescate. ¡Diviértete explorando y siguiendo tu progreso de construcción con la app LEGO Builder!",4186396,Lego City Ambulancia de Emergencia
"Introduce a tu hijo al emocionante mundo de la construcción con el set LEGO® City Yellow Construction Wheel Loader (60450). Esta excavadora de juguete para niños a partir de 4 años cuenta con una gran pala cargadora y neumáticos de gran tamaño para desplazarse por terrenos difíciles. El set también incluye una señal de obras, conos de tráfico y un martillo neumático de juguete, e incluye minifiguras de conductor y trabajador para inspirar el juego de rol y la narración de historias.Este juego de vehículos de construcción fácil de armar incluye un elemento LEGO Starter Brick, una guía ilustrada e instrucciones en 3D en la aplicación LEGO Builder, un compañero de construcción digital con herramientas de zoom y rotación que permiten a los niños visualizar los modelos desde todos los ángulos mientras construyen. Incluye 81 piezas. Ancho aproximado: 2.5"". Colección: Lego City.","Sumérgete en el mundo de la construcción con la Lego City Cargadora de Ruedas de Construcción Amarilla, un set perfecto para niños a partir de 4 años. Con sus 81 piezas, esta fascinante excavadora de juguete cuenta con una gran pala cargadora y neumáticos de gran tamaño para desplazarse por terrenos difíciles. Incluye una señal de obras, conos de tráfico y un martillo neumático de juguete, junto con minifiguras de conductor y trabajador para inspirar el juego de rol y la narración de historias. ¡Déjate llevar por la diversión y el aprendizaje mientras construyes y exploras nuevos mundos con esta increíble excavadora amarilla!",4186395,Lego City Cargadora de Ruedas de Construcción Amarilla
"Consiente a los fans de Spidey y sus increíbles amigos con el Equipo Spidey Dino Crawler Rescue (11199), un set de dinosaurios para construir y jugar, diseñado para niños a partir de 4 años. Este dino-camión de juguete para construir incluye superhéroes, dinosaurios y divertidos accesorios que inspiran el juego de rol imaginativo para niños y niñas, potenciando su confianza y habilidades para resolver problemas.Este set de juego LEGO® construible incluye minifiguras de Spidey y Miles ""Spin"" Morales, y dos figuras de dinosaurios construibles: Ghost-Spider como pterodáctilo y Rhino como triceratops. Incluye el camión LEGO Dino Crawler de Spidey con una gran telaraña en la parte trasera, un mecanismo de caída de rocas accionado por gatillo, un huevo de dinosaurio para revelar y una telaraña que se puede bajar para atrapar al villano. Incluye instrucciones intuitivas en forma de una colorida guía ilustrada, y las bolsas separadas contienen ladrillos y un ladrillo de inicio grande para que la construcción sea rápida y sencilla. Incluye 136 piezas. Ancho aproximado: 2"". Colección: Lego Marvel. Personaje: Spiderman.","Sumérgete en un mundo lleno de acción y aventuras con el Lego Marvel Rescate del Dino Crawler Equipo Spidey, un set de construcción perfecto para niños a partir de 4 años. Este emocionante camión de juguete incluye minifiguras de Spidey, Miles ""Spin"" Morales, y dos dinosaurios construibles: Ghost-Spider y Rhino. Con 136 piezas, este set te permite crear un dino-camión con una telaraña trasera, un mecanismo de caída de rocas y un huevo de dinosaurio. ¡Despierta la imaginación y potencia las habilidades de resolución de problemas con este fantástico juguete que incluye instrucciones intuitivas y es ideal para regalar a los pequeños héroes de la casa!",4186365,Lego Marvel Rescate del Dino Crawler Equipo Spidey
"Los niños pequeños cariñosos disfrutan de emocionantes escenas de rescate con el juguete Ambulancia y Conductor (10447) para preescolares. Este juguete también incluye una ambulancia manejable y dos figuras LEGO® DUPLO®: una paramédica y una niña, para que disfruten del juego creativo e imaginativo.Un regalo ideal para niños pequeños que disfrutan de las actividades de aprendizaje socioemocional, este juguete creativo LEGO DUPLO está diseñado para ayudarles a desarrollar empatía. Las instrucciones de construcción incluyen una rueda de juego impresa que permite a padres y niños en edad preescolar explorar las diferentes emociones de la niña. Los niños en edad preescolar pueden usarla para expresar sus sentimientos al sentirse mal o cómo se sintieron la primera vez que vieron una ambulancia. También pueden desarrollar el pensamiento lógico para construir una secuencia de eventos y la motricidad fina al abrir el techo de la ambulancia de juguete y colocar a la niña dentro, en la cama reclinada. Este juguete educativo para niños pequeños ayuda a los preescolares a desarrollar habilidades sociales mientras exploran cómo el conductor de la ambulancia trataría al paciente Incluye 19 piezas. Ancho aproximado: 2.5"". Colección: Lego DUPLO.","Sumérgete en emocionantes aventuras de rescate con el juguete Ambulancia y Conductor de LEGO DUPLO, perfecto para los pequeños amantes de las historias de rescate. ¡Este set de 19 piezas incluye una ambulancia manejable, una paramédica y una niña, para que los niños exploren la imaginación y el juego creativo! Los padres y niños pueden usar la rueda de juego impresa para explorar emociones y aprender sobre la empatía. ¡Un regalo ideal para desarrollar habilidades sociales y motricidad fina, este juguete educativo es perfecto para preescolares que disfrutan de las emocionantes historias de rescate!",4186364,Lego Duplo Ambulancia y Coductor
"Embárcate en un divertido viaje de aprendizaje con niños pequeños a partir de 2 años, llevándolos de la Antártida a África con este simpático juguete de construcción inspirado en la naturaleza. El juguete de imaginación Familias de Animales Salvajes: Pingüinos y Leones (10442) incluye 2 pingüinos y 2 leones LEGO® DUPLO® que inspirarán divertidos juegos infantiles y horas de juego creativo.Señala las diferencias entre padres y bebés, y entre climas cálidos y fríos. Ayuda a tu hijo pequeño a expresar su lado cariñoso interpretando a los animales de juguete adultos que cuidan a sus crías. Muéstrale que, al igual que a ti, a los padres les encanta jugar con sus bebés. Junto con tu hijo en edad preescolar, construye un tobogán de hielo para los pingüinos de juguete y praderas para que jueguen los leones de juguete. Mientras tanto, tu hijo pequeño desarrollará su motricidad fina mientras construye. Incluye 10 piezas. Ancho aproximado: 8.5"". Colección: Lego DUPLO.","Sumérgete en un mundo de fantasía y aprendizaje con el Lego Duplo Familia de Pinguinos y Animales Salvajes, un juguete perfecto para niños a partir de 2 años. Este encantador set de construcción te transporta desde la fría Antártida hasta las praderas africanas, donde 2 adorables pingüinos y 2 leones DUPLO te guían en un viaje lleno de creatividad y diversión. Ayuda a tu pequeño a explorar la vida de los animales y las diferencias entre climas, mientras desarrolla su motricidad fina con las 10 piezas incluidas. ¡Construye tobogán de hielo para los pingüinos y praderas para los leones, y descubre juntos la alegría de jugar y aprender!",4186363,Lego Duplo Familia de Pinguinos y Animales Salvajes
"LEGO® Classic Dinosaurios Creativos (11041) es un juguete infantil de dinosaurios con figuras para construir en azul, verde, morado y marrón. Este versátil set de construcción es un juguete fantástico para desarrollar la creatividad en niños a partir de 5 años amantes de los dinosaurios.Los juguetes de dinosaurios LEGO de fácil construcción incluyen un T. rex, un pterosaurio, un triceratops, un brontosaurio y una cría de T. rex en un huevo. El set incluye un volcán, una palmera y accesorios para inspirar el juego de simulación infantil. Además de ladrillos coloridos y variados, el set también incluye elementos especiales, como ojos y bocas para dar expresión a las caras de los dinosaurios. La diversión creativa continúa mientras los niños mezclan los ladrillos para modificar sus criaturas. A medida que adquieren más confianza en sus habilidades de construcción, pueden seguir la intuitiva guía de construcción para crear sus propios diseños imaginativos de dinosaurios. Incluye 450 piezas. Colección: Lego Classic.","Sumérgete en un mundo de creatividad y aventura con el Lego Classic Dinosaurios Creativos (11041), un fascinante set de construcción que invita a los niños a partir de 5 años a explorar su imaginación con figuras de T. rex, pterosaurio, triceratops y un brontosaurio. Con 450 piezas en azul, verde, morado y marrón, junto con un volcán y una palmera, este juguete es perfecto para desarrollar la creatividad y la habilidad de construcción. ¡Dale vida a tus dinosaurios con ojos y bocas especiales y sumergete en un mundo de diversión y aprendizaje con este set lleno de sorpresas!",4186394,Lego Classic Dinosaurios Creativos
"Da vida a una figura icónica de videojuegos con este increíble kit de construcción LEGO® Fortnite Peely Bone (77072) para adultos, repleto de divertidos detalles que emocionarán a los fans. Inspirado en el videojuego Fortnite, permite a los jugadores construir una impresionante maqueta del popular disfraz de plátano.Los fans de Fortnite se sumergirán en una aventura fuera de pantalla mientras arman la versión para construir de Peely Bone, mitad plátano y mitad esqueleto. Les encantará descubrir los brazos y muñecas móviles del juguete, así como sus geniales accesorios, que incluyen un pico Peely Pick, un lanzador de pinturas y un accesorio mochilero Banana Bag. Incluye 1414 piezas.","Sumérgete en el mundo de Fortnite con el increíble LEGO® Fortnite Peely Bone (77072), un kit de construcción para adultos que trae la emoción de tu videojuego favorito a la vida. Con 1414 piezas, podrás armar una impresionante maqueta del popular disfraz de plátano mitad esqueleto, repleto de divertidos detalles que encantarán a los fans. Explora los brazos y muñecas móviles, y descubre los geniales accesorios como el pico Peely Pick, el lanzador de pinturas y el mochilero Banana Bag. ¡Una aventura fuera de pantalla que combina creatividad, diversión y aprendizaje para mayores de 18 años!",4186392,Lego Fortnite Peely Bone
"Despierta tu imaginación con el juguete LEGO® Fortnite Battle Bus (77073) para fans a partir de 10 años. Basado en el emocionante videojuego, este set de construcción permite a los jugadores crear un fantástico vehículo de Fortnite.Los fans se adentran en el emocionante mundo de LEGO Fortnite mientras construyen el autobús, con ruedas giratorias y techo desmontable, y el reconocible globo aerostático. ¡Pero eso es solo el principio! Una vez terminado el autobús, se deleitarán descubriendo accesorios icónicos como el Jugo Slurp, un Luchador, Picos y el Jugo Slap, así como 9 minifiguras con atuendos icónicos de Fortnite. Para dar vida a la aventura, estos pueden sentarse dentro del autobús y estimular el juego de rol creativo. Incluye 152 piezas. Ancho aproximado: 5"".","Sumérgete en la aventura con el Lego Fortnite Battle Bus, un fantástico set de construcción para fans a partir de 10 años. Con 152 piezas, este increíble vehículo, repleto de ruedas giratorias y techo desmontable, te transporta al emocionante mundo de Fortnite. Disfruta creando el reconocible globo aerostático, descubriendo accesorios icónicos como el Jugo Slurp y 9 minifiguras con atuendos legendarios. ¡Stimula tu imaginación y juego de rol con este fantástico autobús que incluye todo lo necesario para vivir aventuras épicas!",4186389,Lego Fortnite Autobús de Batalla
"Alimenta la creatividad con el LEGO® Fortnite Durrr Burger (77070), un increíble set de construcción de videojuegos para jugadores de 9 años en adelante.Basado en el videojuego LEGO Fortnite, este set permite a los fans crear una maqueta de Durrr Burger, la icónica mascota del restaurante del universo Fortnite. Los jóvenes jugadores se divertirán muchísimo construyendo la maqueta antes de descubrir sus emocionantes detalles, como los reconocibles ojos, la lengua y la aceituna en un palillo.Una vez terminado, el modelo del videojuego se convierte en un fantástico juguete coleccionable que los niños podrán exhibir con orgullo en su dormitorio o sala de juegos. Un regalo ideal para niños amantes de los videojuegos y fanáticos de Fortnite de todas las edades, sin duda se convertirá en una preciada pieza de decoración LEGO que desatará la alegría de jugar dondequiera que lo coloquen. Incluye 193 piezas. Ancho aproximado: 3.5"".","Sumérgete en un mundo de creatividad y diversión con el LEGO® Fortnite Durrr Burger (77070), un set de construcción perfecto para niños de 9 años en adelante. Este increíble juguete te permite construir la icónica mascota del restaurante de Fortnite, llena de detalles fascinantes como los ojos reconocibles y la lengua con una aceituna en un palillo. Con 193 piezas, este modelo no solo estimula la imaginación y la creatividad, sino que también se convierte en un juguete coleccionable que los pequeños podrán exhibir con orgullo. ¡Un regalo ideal para fanáticos de Fortnite y amantes de los videojuegos, que añadirá una alegría única a cualquier habitación!",4186387,Lego Fortnite Hamburguesa Durrr
"Capitán América: Batalla de Acción de Civil War (76314) es un juguete LEGO® Marvel detallado y construible, un regalo épico de superhéroe para niños a partir de 10 años. Con 9 figuras LEGO Marvel, un avión Quinjet y un montón de accesorios, este set LEGO construible permite a los niños recrear sus momentos favoritos de las películas, explorar un sinfín de aventuras imaginativas y crear sus propias creaciones.Este set para construir está basado en la escena de batalla en el aeropuerto de Capitán América: Civil War de Marvel Studios. Incluye 8 minifiguras (Capitán América, Soldado de Invierno, Wanda, Falcon, Iron Man, Spider-Man, Viuda Negra y Pantera Negra) con armas y accesorios, además de un Ant-Man totalmente articulado de más de 24 cm de altura. El avión Quinjet cuenta con alas plegables y una cabina abatible con espacio para una minifigura piloto. La acción de batalla se ve reforzada por un barril explosivo integrado en el escenario del aeropuerto. Los niños pueden acercar y girar las maquetas mientras construyen con la app digital LEGO Builder. Incluye 49 piezas. Ancho aproximado: 6.5"". Colección: Lego Marvel.","Sumérgete en la épica de ""Lego Marvel Batalla de Civil War Capitán América"" y revive las intensas escenas de la película con este increíble set de construcción. Con 9 fascinantes figuras LEGO Marvel, incluyendo a Capitán América, Iron Man y Spider-Man, y un avión Quinjet detallado, los niños a partir de 10 años podrán recrear la batalla épica en el aeropuerto. Explora la imaginación con un barril explosivo y un Quinjet con alas plegables y cabina abatible. ¡Dale vida a tus aventuras con este regalo de superhéroe que combina diversión, creatividad y aprendizaje en una colección Lego Marvel inolvidable!",4186383,Lego Marvel Batalla de Civil War Capitán America
